,site,year,filename,profile_lower_y,profile_upper_y,bottom_of_sonic_1,ground_under_sonic1,bottom_of_sonic_2,ground_under_sonic2,Wz1,ground_under_wind_1,Wz2,ground_under_wind_2,THz1,ground_under_TH_1,THz2,ground_under_TH_2,bottom_of_wind_sensor,top_of_wind_sensor_body,image_scale,SH1,SH2,month,day
0,NEM,2011,NEM 2011 06 02 04 12 49 via D Houtz.JPG,2155,1544,2160,2160,1804,2349,0.179235294,2025,0.879882353,1959,0,2184,1.03875,2285,1510,1306,736.4620939,0,0.74002451,6,2
0,NAE,2008,NAE 2008 05 02 13 07 06 via D Houtz.JPG,1754,1310,2687,2687,1303,2633,3.06619802,2729,4.316811881,2729,0,2680,3.699732673,2595,1255,1154,364.6209386,0,3.647623762,5,2
0,JAR,2005,JAR 2005 08 10 15 19 18 via J Box.jpg,1019,862,943,1204,925,1298,1.8836,1275,2.759927273,1296,1.505872727,1303,2.357018182,1322,806,751,198.5559567,1.314490909,1.878563636,8,10
0,TUN,2008,TUN 2008 05 01 21 12 28 via D Houtz.JPG,1572,1268,1511,2815,1424,2719,3.184316239,2770,4.005846154,2772,2.77,2698,3.449478632,2692,1532,1415,422.3826715,3.087247863,3.065940171,5,1
0,CP2,1998,CP2 1998 J Box.jpg,2001,792,937,2003,981,2039,0,2002,0,2002,1.879539267,1942,1.875188482,1930,807,616,689.5306859,1.545979058,1.534376963,J ,ox
0,SWC,2009,SWC 2009 04 24 05 46 22 via D Houtz.JPG,2996,2291,2368,3865,2308,3729,1.277774194,4028,2.127762097,4042,1.028697581,3666,1.844060484,3699,3121,2873,895.3068592,1.672052419,1.587165323,4,24
0,SDL,2008,SDL 2008 05 03 17 15 00 via D Houtz.JPG,2205,1637,1753,2724,1702,2795,1.413655172,2852,2.705048276,2869,1.302855172,2740,2.336351724,2727,2249,2104,523.465704,1.854944828,2.088006897,5,3
0,JAR,2020,JAR 2020 08 07a J Box.jpg,2979,795,2972,2971,965,2883,0,2923,2.376639405,2918,2.431215613,2972,0,2972,863,594,971.1191336,-0.00102974,1.975040892,8,7
0,SDM,2009,SDM 2009 05 15 15 46 14 via D Houtz.JPG,3706,2956,3724,3724,3008,3690,0.12458952,3814,1.180576419,3812,0.279419214,3650,1.121305677,3641,3066,2837,826.7148014,0,0.824951965,5,15
0,DY2,2011,DY2 2011 05 29 15 13 18 via D Houtz.JPG,1914,1550,1749,2940,1551,2993,2.502551724,3035,3.255227586,3031,2.175882759,2953,2.871248276,2978,1861,1716,523.465704,2.27522069,2.754717241,5,29
0,SDM,1997,SDM 1997 J Box c.jpg,1966,1669,2043,2589,1711,2597,2.286788889,2600,3.259366667,2612,2.129822222,2596,3.053155556,2610,1946,1856,324.9097473,1.680466667,2.726911111,J ,ox
0,JAR,2002,JAR 2002 in enclosure J Box.JPG,1051,1051,1051,1051,1051,1051,,1051,,1051,,1051,,1051,1051,1051,0,,,in,en
0,SDM,1997,SDM 1997 J Box b.jpg,3321,2476,3536,5091,2631,5089,2.153418519,5115,3.066492593,5094,2.048774074,5131,2.7977,5071,3294,3024,974.7292419,1.595314815,2.521725926,J ,ox
0,SUM,2015,SUM 2015 05 23 23 23 10 via D Houtz.JPG,3388,2528,2806,4202,2388,4099,0.943692547,4192,1.656838509,4185,0.88089441,4155,1.627590062,4153,3396,3074,1162.454874,1.200906832,1.471885093,5,23
0,DY2,2015,DY2 2015 05 26 19 58 10 via D Houtz.JPG,2638,1983,2282,3765,1949,3784,1.707811538,3930,2.502588462,3923,1.360496154,3725,1.908103846,3674,2570,2310,938.6281588,1.579965385,1.954980769,5,26
0,SDM,1997,SDM 1997 PRE J Box.jpg,1402,1093,1461,2019,1153,2033,2.28758427,2048,3.230629213,2044,2.14752809,2018,3.112359551,2025,1401,1312,321.299639,1.736696629,2.738876404,PR, J
0,NSE,2015,NSE 2015 05 25 20 03 02 via D Houtz.JPG,3252,2421,3388,4122,2612,4222,1.392589041,4126,2.418374429,4125,1.277488584,4109,2.322246575,4086,3228,3009,790.6137184,0.928392694,2.036392694,5,25
0,SWC,2019,SWC 2019 05 03 23 29 38 via D Houtz.JPG,1888,1536,1952,2160,1977,2227,1.13545045,2247,0.686261261,2137,0.588936937,2115,1.721891892,2146,1565,1454,400.7220217,0.519063063,0.623873874,5,3
0,NSE,2021,NSE 2021 06 19a GEUS AWS Box.jpg,850,510,883,1527,573,1484,2.734487179,1531,3.682679487,1497,2.478794872,1497,3.696884615,1510,848,770,281.5884477,2.287025641,3.235217949,6,19
0,SW1,2013,SW1 2013 05 24 17 54 16 via D Houtz.JPG,532,235,561,561,561,561,0.903894737,573,5.015157895,565,0.539421053,579,5.058894737,571,239,220,68.59205776,0,0,5,24
0,SUM,2019,SUM 2019 04 28 22 28 15 via D Houtz sm.JPG,1616,1083,1236,2362,1018,2352,1.222981132,2397,1.907641509,2393,1.202075472,2366,1.885429245,2374,1668,1456,765.3429603,1.471235849,1.743009434,4,28
0,NSE,2016,NSE 2016 05 20 19 32 59 via D Houtz.JPG,2348,1599,2496,4060,1791,4053,2.580402913,4067,3.576796117,4049,2.56561165,4092,3.471912621,4024,2344,2138,743.6823105,2.103048544,3.041621359,5,20
0,CP1,2015,CP1 2015 05 25 14 42 40 via D Houtz.JPG,3248,2310,2849,3750,1053,3939,1.0089819,3793,2.098180995,3774,0.95759276,3804,2.228533937,3830,2323,2102,797.833935,1.129307692,3.617294118,5,25
0,NSE,2003,NSE 2003 XX XXpost J Box.JPG,503,387,422,776,332,793,2.706685714,798,3.695971429,798,0,775,3.062828571,755,488,453,126.3537906,2.801657143,3.648485714,XX,XX
0,CP1,1998,CP1 1998 05 30a pre J Box.jpg,2757,2104,2317,2767,2225,2826,0.424912621,2757,1.17657767,2744,0.391296117,2891,1.336592233,2882,2641,2435,743.6823105,0.605097087,0.808140777,5,30
0,SW1,1994,SW1 1994 04b J Box.jpg,1344,1344,1344,1344,1344,1344,,1344,,1344,,1344,,1344,1344,1344,0,,,4, J
0,SDL,2021,SDL 2021 06 14a GEUS via J Box.jpg,1248,682,1243,2672,756,2599,2.524961538,2694,3.078961538,2587,1.929868132,2469,3.02417033,2548,1193,1011,657.0397112,2.174906593,2.805005495,6,14
0,NEM,2014,NEM 2014 05 19 02 33 04 via D Houtz.JPG,3051,2002,3221,4122,2154,4184,1.129307692,4015,1.962012308,4016,1.075612308,4162,2.010593846,4109,3017,2692,1173.285199,0.767929231,1.730184615,5,19
0,GIT,2017,GIT 2017 07 30 16 52 30 via H Machguth.JPG,2795,1819,2928,4832,4548,4548,1.970629758,4729,2.741245675,4641,2.136446367,4700,3.088214533,4699,2059,1770,1043.3213,1.824941176,0,7,30
0,SDM,2007,SDM 2007 04 27 12 00 45 via D Houtz.JPG,1653,1377,2404,2404,1419,2399,2.844081395,2422,3.88122093,2439,2.412476744,2373,3.217709302,2354,1617,1531,310.4693141,0,3.156511628,4,27
0,SDM,2015,SDM 2015 05 26 17 41 28 via D Houtz.JPG,2252,1743,1843,3723,1211,3888,2.839685535,3723,3.804830189,3762,2.74909434,3728,3.614937107,3716,2242,2083,574.0072202,3.275220126,4.663704403,5,26
0,HUM,2007,HUM 2007 05 03 15 54 27 via D Houtz.JPG,1760,1170,1827,2333,1639,2292,1.104905028,2265,1.917335196,2232,1.046100559,2281,2.039586592,2288,1725,1546,646.2093863,0.783027933,1.01050838,5,3
0,NSE,2011,NSE 2011 05 29 11 28 04 via D Houtz.JPG,1891,1374,2028,3181,1487,3156,2.620993103,3164,3.648758621,3158,2.680213793,3165,3.646848276,3165,1926,1781,523.465704,2.202627586,3.188365517,5,29
0,SDL,2007,SDL 2007 04 24 10 42 08 via D Houtz.JPG,1340,941,1035,1977,981,2048,2.176048077,2073,3.454509615,2081,2.040211538,2028,2.903173077,1963,1349,1245,375.4512635,2.508980769,2.841913462,4,24
0,SDL,2014,SDL 2014 05 25 04 59 57 via D Houtz.JPG,2663,2077,2812,4519,1969,4567,3.654123288,4489,4.970821918,4513,3.796417808,4496,4.726075342,4460,2687,2541,527.0758123,3.238623288,4.929082192,5,25
0,SWC,1996,SWC 1996 J Box-2.jpg,1466,1158,1266,2062,1170,1953,1.419867133,2064,1.869265734,1978,1.419867133,2060,2.031979021,2075,1160,1017,516.2454874,1.541902098,1.51672028,J ,ox
0,NAU,2021,NAU 2021 08 17-2.jpg,2855,1995,2192,3077,1213,3384,0.88773494,3105,2.417909639,3277,0.959487952,3322,2.721608434,3312,2737,2571,599.2779783,1.476777108,3.622692771,8,17
0,GIT,2010,GIT 2010 05 07 23 28 03 via D Houtz.JPG,1894,1057,2079,2582,1222,2784,0.650739696,2694,0,2596,0.671169197,2594,0,2584,2042,1581,1664.259928,0.302236443,0.938555315,5,7
0,DY2,2021,DY2 2021 06 15 pre J Box.jpg,1424,1023,1175,1797,1040,1779,0.943248366,1783,1.65475817,1770,0.849104575,1780,1.538888889,1770,1411,1258,552.3465704,1.126104575,1.337928105,6,15
0,NAU,2021,NAU 2021 08 17-3.jpg,2024,2024,2024,2024,2024,2024,,2024,,2024,,2024,,2024,2024,2024,0,,,8,17
0,JAR,2002,JAR 2002 b J Box.JPG,1094,803,912,1436,831,1512,1.150615385,1482,1.884547009,1470,1.081957265,1451,1.67857265,1439,1106,989,422.3826715,1.240581197,1.612282051,b , B
0,DY2,2005,DY2 2005 05 26 07 56 44 via D Houtz.JPG,2213,1745,1876,2751,1714,2664,1.116793651,2819,1.768989418,2766,0.976095238,2711,1.638550265,2736,2231,2042,682.3104693,1.282407407,1.392328042,5,26
0,NSE,2008,NSE 2008 05 03 15 21 21 via D Houtz.JPG,2179,1666,1804,2855,1317,2849,1.538273333,2860,2.494846667,2849,1.40716,2825,2.228926667,2781,2168,2018,541.5162455,1.940846667,2.829093333,5,3
0,HUM,1999,HUM 1999 J Box.jpg,1466,1074,1456,1929,1350,1946,1.452504202,1975,2.306781513,1960,1.415260504,1931,2.253243697,1928,1469,1350,429.6028881,1.101016807,1.387327731,J ,ox
0,GIT,2021,GIT 2021 08 12.jpg,962,566,647,1011,617,951,0,995,0.69115534,867,0,987,0,987,553,347,743.6823105,0.489456311,0.449116505,8,12
0,SDL,2019,SDL 2019 05 17 21 19 29 via D Houtz.JPG,2697,1887,2961,3948,1864,3923,2.767361905,3921,1.758290476,3915,1.924490476,3919,3.1024,3919,2015,1805,758.1227437,1.3019,2.715919048,5,17
0,SWC,2003,SWC 2003 04 XX J Box.JPG,684,617,630,823,617,824,2.11047619,830,2.94147619,822,2.084095238,825,2.954666667,824,688,667,75.81227437,2.545761905,2.730428571,4,XX
0,NAE,2019,NAE 2019 05 21 13 55 30 via D Houtz.JPG,2806,1887,2967,3638,1844,3414,1.264565217,3629,2.480956522,3635,1.138108696,3577,2.130491304,3542,2804,2574,830.3249097,0.808117391,1.890826087,5,21
0,PET,2013,PET 2013 05 26 14 41 53 via D Houtz.JPG,2001,1568,2103,2821,2171,3025,1.959367647,2829,2.843323529,2830,2.234330882,3020,3.246602941,3021,1988,1852,490.9747292,1.462397059,1.739397059,5,26
0,JAR,1998,JAR 1998 J Box.jpg,1870,1383,1581,2692,1502,2679,1.588018634,2609,2.226322981,2634,1.768670807,2725,2.425900621,2705,1845,1684,581.2274368,1.91147205,2.025024845,J ,ox
0,SUM,2017,SUM 2017 05 24 13 18 11 via D Houtz.JPG,2515,1683,1593,4461,1699,4222,3.715757143,4229,5.112628571,4207,4.5982,4457,6.339342857,4477,1744,1604,505.4151625,5.674542857,4.991935714,5,24
0,SDL,2014,SDL 2014 05 25 02 17 56 via D Houtz.JPG,3861,2582,3975,3975,2717,4028,0,3956,0.972878049,4278,0.148114447,3798,0.625198874,3379,2920,2387,1924.187726,0,0.681326454,5,25
0,SWC,2011,SWC 2011 05 15 15 02 18 via D Houtz.JPG,2029,1601,1653,2876,1613,2804,1.863273381,2914,2.909496403,2910,1.761640288,2799,2.584669065,2790,1579,1440,501.8050542,2.437201439,2.373431655,5,15
0,DY2,1998,DY2 1998 04 27a pre1 J Box.jpg,1851,1344,1515,1936,1330,2039,0.403958333,1910,1.071932292,1896,0.572755208,2082,1.292666667,2079,1814,1622,693.1407942,0.607380208,1.022880208,4,27
0,PET,2010,PET 2010 05 07 21 41 29 via D Houtz.JPG,2006,1430,2212,3782,2135,3935,3.413354839,3823,4.301541935,3784,3.910167742,3967,4.971703226,3982,2063,1908,559.566787,2.805741935,3.216774194,5,7
0,CP2,1998,CP2 1998 _PRE J Box.jpg,2056,1518,2126,2336,2227,2405,0,1909,1.939,2302,0.926968504,2420,2.14184252,2402,1533,1406,458.4837545,0.458031496,0.38823622,_P,E 
0,SWC,2006,SWC 2006 05 09 12 52 29 via D Houtz.JPG,1322,901,964,2125,921,1977,1.732766423,2052,2.65879562,2067,0,1986,2.300919708,1947,1326,1189,494.5848375,2.347423358,2.135124088,5,9
0,PET,2011,PET 2011 06 01 11 44 02 via D Houtz.JPG,1582,1104,1747,3189,1656,3299,3.256163265,3208,4.045707483,3177,3.567081633,3269,4.503605442,3266,1178,1031,530.6859206,2.717238095,3.095993197,6,1
0,NUU,2021,NUU 2021 09 10-9.jpg,1897,1897,1865,1880,1112,1908,2.315622807,1902,-0.046166667,1883,2.259736842,1907,0,1885,1062,948,411.5523466,0.036447368,1.934140351,9,10
0,SW1,2016,SW1 2016 05 09 21 05 41 via D Houtz.JPG,1653,186,1717,1991,1703,2016,1.768538462,2000,7.845492308,1984,1.742969231,1996,7.956292308,1974,1648,1583,234.6570397,1.167661538,1.333861538,5,9
0,CP1,1998,CP1 1998 05 30b pre J Box.jpg,2289,2061,2297,2285,1880,2304,0.458369048,2294,0.507833333,2296,0.51772619,2297,0.995880952,2302,2061,1977,303.2490975,-0.039571429,1.398190476,5,30
0,NAU,1995,NAU 1995 J Box.jpg,2115,1472,1632,3094,1480,3026,1.68139,3131,2.544245,3143,1.47087,3002,2.264475,3007,2108,1908,722.0216606,2.02487,2.14121,J ,ox
0,DY2,2006,DY2 2006 05 07a post.jpg,812,544,641,1668,445,723,-3.265961905,457,-0.021104762,1678,2.466619048,1666,3.126142857,1656,822,717,379.0613718,2.70932381,0.733390476,5,7
0,JAR,2002,JAR 2002 maintenance J Box.JPG,829,723,760,944,745,971,1.878782609,963,3.11926087,963,1.890826087,951,2.818173913,943,826,803,83.03249097,2.216,2.721826087,ma,nt
0,SUM,2010,SUM 2010 08 16 15 14 40 via D Houtz.JPG,1297,1092,1115,1943,1087,1899,3.034597015,1976,3.787044776,1963,3.030462687,1943,3.799447761,1936,1306,1239,241.8772563,3.423223881,3.357074627,8,16
0,DY2,2010,DY2 2010 04 30 20 20 00 via D Houtz.JPG,3072,2296,3717,3717,2221,3714,0.833503012,3815,1.591915663,3808,0.694168675,3635,1.292388554,3626,3131,2799,1198.555957,0,1.245665663,4,30
0,SW1,2007,SW1 2007 via D Houtz.jpg,5119,1536,5240,6842,5316,6623,2.593293103,6627,8.026632184,6642,3.252362069,6868,9.16487931,6915,5180,5006,628.1588448,2.550310345,2.080683908,vi, D
0,CP1,1995,CP1 1995 05 23.jpg,1553,1004,1126,2317,710,2310,1.329040404,2323,2.134858586,2322,1.282873737,2299,1.968378788,2299,1566,1368,714.801444,1.66619697,2.238383838,5,23
0,TUN,2022,TUN 2022 05 27b Ahlstr›m.jpg,593,376,601,1151,458,1078,2.166282051,1116,2.390012821,1062,2.05974359,1129,2.841025641,1102,580,502,281.5884477,1.953205128,2.201794872,5,27
0,NUU,2021,NUU 2021 09 10-11.jpg,2097,534,2022,2022,623,2187,0,2039,1.960386029,2196,0,2026,1.596823529,2085,537,265,981.9494585,0,1.59275,9,10
0,JAR,1996,JAR 1996 B J Box.jpg,1482,1097,1978,1978,1218,2015,1.08895625,1950,1.71913125,1952,1.21014375,2027,1.862825,2031,1472,1312,577.6173285,0,1.37980625,B , B
0,SDM,2016,SDM 2016 05 19 16 28 09 via D Houtz.JPG,2625,1600,1790,4037,558,4101,1.479784661,4193,2.356542773,4159,1.349047198,4051,2.080359882,3969,2692,2353,1223.826715,1.836044248,2.895017699,5,19
0,HUM,2012,HUM 2012 05 24 06 12 05 via D Houtz.JPG,1826,1274,1813,2995,1660,2905,2.032426036,2891,2.863426036,2855,1.970142012,2845,2.914236686,2852,1814,1645,610.1083032,1.937360947,2.040621302,5,24
0,SDM,1997,SDM 1997 J Box d.jpg,2052,1549,2180,3147,1642,3109,2.086733333,3131,2.91269697,3115,2.0498,3151,2.830436364,3125,1528,1363,595.66787,1.623387879,2.462781818,J ,ox
0,NUU,2021,NUU 2021 09 10-10.jpg,2091,1202,2080,2080,1282,2076,0,2084,2.117709677,2084,0,2085,2.113241935,2087,1242,1118,447.6534296,0,1.773693548,9,10
0,SDL,2021,SDL 2021 06 14b GEUS via J Box.jpg,458,215,481,983,198,1009,2.669706897,964,4.231413793,997,2.898948276,994,3.968741379,990,457,399,209.3862816,2.397482759,3.873224138,6,14
0,JAR,2006,JAR 2006 05 10 11 48 33 via D Houtz.JPG,2093,1546,1699,3109,1550,3021,1.478388571,2870,2.236577143,2866,1.844028571,3065,2.887131429,3139,2104,1929,631.7689531,2.231828571,2.328382857,5,10
0,NAE,2022,NAE 2022 05 27 via A Ahlstr›m.jpg,345,239,379,474,263,472,1.123388889,452,1.931305556,450,1.200333333,466,2.000555556,463,340,304,129.9638989,0.730972222,1.608138889,5,27
0,DY2,2017,DY2 2017 05 12 19 05 23 via A Heilig.JPG,1915,1332,1632,2339,1450,2291,1.344855072,2404,2.499021739,2396,1.039753623,2291,1.846666667,2266,1284,1146,498.1949458,1.419123188,1.688094203,5,12
0,GIT,2012,GIT 2012 05 24 08 20 06 via D Houtz.JPG,2621,1968,2069,3266,1612,3088,1.862442211,3170,0,3191,2.07958794,3222,0,3199,2033,1834,718.4115523,1.666175879,2.054532663,5,24
0,DY2,2003,DY2 2003 05 09b post J Box.JPG,320,255,277,525,515,515,2.757409091,515,3.525454545,512,2.795181818,521,3.563227273,519,318,296,79.42238267,3.122545455,0,5,9
0,NAU,2003,NAU 2003 06 02 07 18 12 via D Houtz.JPG,949,605,723,1550,457,1457,1.798026786,1554,2.572142857,1547,1.483928571,1482,2.292669643,1478,947,835,404.33213,2.045348214,2.473214286,6,2
0,SUM,2016,SUM 2016 05 21 21 23 34 via D Houtz.JPG,6106,4370,7000,7000,4990,7492,0.696012681,6750,1.427152174,6716,0.769778986,7158,1.694617754,7182,5894,5342,1992.779783,0,1.255532609,5,21
0,NUU,2021,NUU 2021 09 10-8.jpg,1698,491,1679,1679,595,1548,0,1679,2.217937063,1546,2.370965035,1707,2.351594406,1695,537,394,516.2454874,0,1.846020979,9,10
0,SDM,2015,SDM 2015 05 26 14 55 39 via D Houtz.JPG,3482,2605,2758,3932,1986,3911,0.81128839,3898,1.740846442,3905,0.621434457,3919,1.480445693,3931,3370,3103,963.898917,1.217970037,1.997097378,5,26
0,NAU,2011,NAU 2011 05 31 10 48 55 via D Houtz.JPG,2245,1645,1808,2993,1139,3082,1.769160584,3003,2.905467153,3012,1.888452555,3051,3.218861314,3055,2256,2119,494.5848375,2.395948905,3.928547445,5,31
0,SWC,2014,SWC 2014 05 04 08 35 11 via D Houtz.JPG,3717,2817,3776,7141,4007,6635,3.74866899,7102,4.868250871,7144,2.915738676,6653,3.757355401,6668,2371,2084,1036.101083,3.247752613,2.536432056,5,4
0,NAE,2003,NAE 2003 05 30 08 37 39 via D Houtz.JPG,1635,1144,1718,2381,1106,2372,1.976772727,2309,3.162836364,2305,2.085054545,2355,3.334072727,2337,1631,1521,397.1119134,1.669554545,3.188018182,5,30
0,PET,2015,PET 2015 05 20 23 10 40 via D Houtz.JPG,2466,1805,2626,3941,2650,4006,2.358051282,3940,3.221723077,3911,2.444702564,3997,3.463210256,3991,2456,2261,703.9711191,1.867974359,1.926215385,5,20
0,NSE,2009,NSE 2009 04 26 06 32 48 via D Houtz.JPG,3494,2670,2882,3785,2624,3715,0.591087866,3821,1.585506276,3787,0.528502092,3759,1.365297071,3718,3527,3288,862.8158845,1.046573222,1.264464435,4,26
0,SDL,2005,SDL 2005 05 26 09 53 47 via D Houtz.JPG,2397,1739,1891,2953,1822,2925,1.185754386,3028,2.481660819,3042,1.151736842,2922,2.105847953,2889,2453,2282,617.3285199,1.720315789,1.786730994,5,26
0,PET,2003,PET 2003 05 PET ELA K Steffen.jpg,908,606,1013,1213,967,1144,1.1807125,1146,2.09135,1142,1.2707375,1199,2.4202875,1206,883,803,288.8086643,0.6925,0.6128625,5,PE
0,SDL,2003,SDL 2003 XX XXa J Box.JPG,662,500,717,728,497,669,0.561694444,676,1.73125,683,0.592472222,718,1.939,716,642,606,129.9638989,0.084638889,1.323444444,XX,XX
0,CP1,2013,CP1 2013 05 20 09 56 18 via D Houtz.JPG,1908,1563,1795,2723,1109,2808,3.001836957,2795,4.139945652,2789,2.691717391,2732,3.676271739,2733,1877,1785,332.1299639,2.794086957,5.115467391,5,20
0,EGP,2018,EGP 2018 via D Houtz.jpg,2880,1330,3177,4943,3007,4908,1.868294294,4830,2.982948949,4705,1.968945946,5012,3.406351351,4978,2894,2561,1202.166065,1.469015015,1.581312312,vi, D
0,NAU,2009,NAU 2009 04 24 09 02 10 via D Houtz.JPG,3223,2244,2526,3666,1652,3897,1.066592784,3686,2.261690722,3665,1.210804124,3894,2.62578866,3841,3122,2928,700.3610108,1.627731959,3.205489691,4,24
0,HUM,2019,HUM 2019 05 20 14 04 20 via D Houtz.JPG,2294,1590,2264,3665,2052,3673,2.097489691,3561,2.949907216,3530,2.318804124,3684,3.483917526,3707,2289,2095,700.3610108,2.000396907,2.314520619,5,20
0,NGP,1998,NGP 1998 _GEUS J Box.jpg,2597,503,2556,2960,2966,2966,1.310950495,2977,6.837237624,2940,0,2962,6.79609901,2964,2596,2495,364.6209386,1.108,0,_G,US
0,SDL,2005,SDL 2005 05 27 04 24 51 via D Houtz.JPG,1565,1225,1364,2597,1273,2663,3.878,2595,4.8475,2548,4.194064103,2641,5.348230769,2642,1584,1506,281.5884477,4.378730769,4.936282051,5,27
0,NUU,2021,NUU 2021 09 10-12.jpg,2158,458,2147,2147,674,2206,0,2148,2.431145631,2182,0,2139,2.139354369,2067,584,378,743.6823105,0,2.060019417,9,10
0,JAR,2017,JAR 2017 05 07 19 22 47 via D Houtz.JPG,2459,1734,3942,3942,1838,3899,0,3939,2.809210046,3844,2.170465753,3926,3.164630137,3979,1853,1634,790.6137184,0,2.606835616,5,7
0,SDM,1999,SDM 1999 _PRE J Box.jpg,1776,1350,1885,2455,1339,2441,1.990296296,2443,2.98287963,2420,2.018509259,2446,3.162416667,2448,1780,1672,389.8916968,1.461944444,2.826425926,_P,E 
0,NSE,2009,NSE 2009 04 26 11 15 00 via D Houtz.JPG,2580,1931,3285,3285,2083,3274,1.303962766,3325,2.373654255,3309,1.146308511,3229,2.12612234,3224,2617,2429,678.700361,0,1.754824468,4,26
0,NEM,2006,NEM 2006 04 27 13 19 52 via D Houtz.JPG,2307,1469,2509,3206,1721,3083,0.970732938,3198,1.69405638,3204,0.855658754,3131,1.404727003,3109,2343,2006,1216.606498,0.572905045,1.119507418,4,27
